Date : 2023-03-18 16:38:44
Directory : /Users/juanma/development/golang/happ
Total : 258 files,  45144 codes, 5441 comments, 5995 blanks, all 56580 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/dateAndTimeFields.dart             | Dart             |         68 |          4 |          8 |         80 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/dateTimePicker.dart                | Dart             |        106 |         13 |          6 |        125 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/inviteLoadingDialog.dart           | Dart             |        133 |         12 |          4 |        149 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/loadingDialog.dart                 | Dart             |        137 |          8 |          4 |        149 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/mapWidget.dart                     | Dart             |        137 |          8 |         21 |        166 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/newEventGuestList.dart             | Dart             |        188 |         43 |         10 |        241 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/photosDialog.dart                  | Dart             |        326 |         14 |         33 |        373 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/searchLocationBar.dart             | Dart             |        140 |          2 |          7 |        149 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/searchLocationResults.dart         | Dart             |         58 |          1 |          3 |         62 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/searchLocationScreen.dart          | Dart             |         28 |         11 |          6 |         45 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/searchLocationTile.dart            | Dart             |         66 |          2 |          2 |         70 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/searchUserInviteResults.dart       | Dart             |         42 |         11 |         10 |         63 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/searchUserInviteTile.dart          | Dart             |        159 |          3 |          6 |        168 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/userRemoveMakeOrganizerDialog.dart | Dart             |         88 |          0 |          2 |         90 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/widgets/acceptButton.dart                                  | Dart             |        158 |         36 |         30 |        224 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/widgets/eventInvitation.dart                               | Dart             |        272 |         95 |         21 |        388 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/widgets/eventMap.dart                                      | Dart             |         87 |         11 |         13 |        111 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/widgets/guestList.dart                                     | Dart             |        165 |         49 |          7 |        221 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/widgets/guestListGuests.dart                               | Dart             |         87 |          0 |          7 |         94 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/widgets/guestListHosts.dart                                | Dart             |         86 |          0 |          7 |         93 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/home.dart                                                         | Dart             |        130 |         98 |          9 |        237 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/main/AllEventInvitations.dart                                     | Dart             |         62 |         54 |         19 |        135 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/main/main.dart                                                    | Dart             |         95 |         26 |          6 |        127 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/main/userEvents.dart                                              | Dart             |        274 |         27 |         15 |        316 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/main/widgets/invitationsFromFriends.dart                          | Dart             |        251 |          8 |         14 |        273 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/main/widgets/otherInvitations.dart                                | Dart             |        296 |         35 |         16 |        347 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/profile/profile.dart                                              | Dart             |        215 |         71 |         14 |        300 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/profile/widgets/addRemoveButton.dart                              | Dart             |         75 |         11 |         12 |         98 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/search/class/SearchUserInviteResParams.dart                       | Dart             |         11 |          0 |          1 |         12 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/search/search.dart                                                | Dart             |         26 |         18 |          2 |         46 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/search/searchBar.dart                                             | Dart             |         99 |         42 |          7 |        148 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/search/searchResults.dart                                         | Dart             |         61 |          0 |          3 |         64 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/search/widgets/saerchUserAddButton.dart                           | Dart             |         59 |          1 |          4 |         64 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/search/widgets/searchUserTile.dart                                | Dart             |         77 |         50 |          3 |        130 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/buttons/changeOnTap.dart                                            | Dart             |         56 |          0 |          6 |         62 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/constants.dart                                                      | Dart             |          1 |          0 |          0 |          1 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/event/eventOptions.dart                                             | Dart             |        198 |          0 |         19 |        217 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/event/eventTypesConverter.dart                                      | Dart             |         23 |          0 |         10 |         33 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/globalUtils.dart                                                    | Dart             |          1 |          0 |          0 |          1 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/jwt.dart                                                            | Dart             |         30 |          0 |         10 |         40 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/network/networkTypes.dart                                           | Dart             |          0 |          5 |          1 |          6 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/network/networkUtils.dart                                           | Dart             |         15 |          0 |          2 |         17 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/user/currentUser.dart                                               | Dart             |          4 |          0 |          1 |          5 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/user/userTypesConverter.dart                                        | Dart             |         13 |         10 |          8 |         31 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/userLocation/UserLocation.dart                                      | Dart             |         14 |          5 |          2 |         21 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/userOptions.dart                                                    | Dart             |        123 |          0 |         16 |        139 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/widgets/UserLocationMarkerAnimation.dart                            | Dart             |         66 |          1 |          9 |         76 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/widgets/floatingActions.dart                                        | Dart             |         28 |          0 |          2 |         30 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/widgets/loader.dart                                                 | Dart             |         25 |          0 |          2 |         27 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/widgets/screenTabWrapper.dart                                       | Dart             |         15 |          0 |          2 |         17 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/wrapper.dart                                                              | Dart             |         34 |          6 |         11 |         51 |
| /Users/juanma/development/golang/happ/happ_client/pubspec.yaml                                                                      | YAML             |         66 |         57 |         16 |        139 |
| /Users/juanma/development/golang/happ/happ_client/schema.graphql                                                                    | GraphQL          |        162 |          0 |         18 |        180 |
| /Users/juanma/development/golang/happ/happ_client/test/widget_test.dart                                                             | Dart             |         14 |         10 |          7 |         31 |
| /Users/juanma/development/golang/happ/happ_server/config/config.go                                                                  | Go               |         73 |         11 |         20 |        104 |
| /Users/juanma/development/golang/happ/happ_server/database/database.go                                                              | Go               |         57 |          3 |         16 |         76 |
| /Users/juanma/development/golang/happ/happ_server/ent/client.go                                                                     | Go               |        636 |        124 |        107 |        867 |
| /Users/juanma/development/golang/happ/happ_server/ent/config.go                                                                     | Go               |         73 |         17 |         13 |        103 |
| /Users/juanma/development/golang/happ/happ_server/ent/context.go                                                                    | Go               |         20 |          5 |          9 |         34 |
| /Users/juanma/development/golang/happ/happ_server/ent/ent.go                                                                        | Go               |        481 |         60 |         59 |        600 |
| /Users/juanma/development/golang/happ/happ_server/ent/ent.graphql                                                                   | GraphQL          |         79 |          0 |          1 |         80 |
| /Users/juanma/development/golang/happ/happ_server/ent/entc.go                                                                       | Go               |         29 |          3 |          5 |         37 |
| /Users/juanma/development/golang/happ/happ_server/ent/entql.go                                                                      | Go               |        698 |        102 |        104 |        904 |
| /Users/juanma/development/golang/happ/happ_server/ent/enttest/enttest.go                                                            | Go               |         63 |          9 |         13 |         85 |
| /Users/juanma/development/golang/happ/happ_server/ent/event.go                                                                      | Go               |        217 |         39 |         16 |        272 |
| /Users/juanma/development/golang/happ/happ_server/ent/event/event.go                                                                | Go               |         64 |         37 |          8 |        109 |
| /Users/juanma/development/golang/happ/happ_server/ent/event/where.go                                                                | Go               |        437 |        127 |        130 |        694 |
| /Users/juanma/development/golang/happ/happ_server/ent/event_create.go                                                               | Go               |        811 |        197 |        124 |      1,132 |
| /Users/juanma/development/golang/happ/happ_server/ent/event_delete.go                                                               | Go               |         67 |          9 |         13 |         89 |
| /Users/juanma/development/golang/happ/happ_server/ent/event_query.go                                                                | Go               |        598 |         77 |         48 |        723 |
| /Users/juanma/development/golang/happ/happ_server/ent/event_update.go                                                               | Go               |        610 |         61 |         65 |        736 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventuser.go                                                                  | Go               |        157 |         35 |         16 |        208 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventuser/eventuser.go                                                        | Go               |         48 |         28 |          7 |         83 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventuser/where.go                                                            | Go               |        190 |         45 |         48 |        283 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventuser_create.go                                                           | Go               |        591 |        163 |         90 |        844 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventuser_delete.go                                                           | Go               |         66 |          9 |         13 |         88 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventuser_query.go                                                            | Go               |        502 |         68 |         42 |        612 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventuser_update.go                                                           | Go               |        458 |         47 |         51 |        556 |
| /Users/juanma/development/golang/happ/happ_server/ent/external.go                                                                   | Go               |         12 |          1 |          4 |         17 |
| /Users/juanma/development/golang/happ/happ_server/ent/follow.go                                                                     | Go               |        126 |         32 |         16 |        174 |
| /Users/juanma/development/golang/happ/happ_server/ent/follow/follow.go                                                              | Go               |         39 |         22 |          7 |         68 |
| /Users/juanma/development/golang/happ/happ_server/ent/follow/where.go                                                               | Go               |        145 |         30 |         33 |        208 |
| /Users/juanma/development/golang/happ/happ_server/ent/follow_create.go                                                              | Go               |        439 |        137 |         64 |        640 |
| /Users/juanma/development/golang/happ/happ_server/ent/follow_delete.go                                                              | Go               |         66 |          9 |         13 |         88 |
| /Users/juanma/development/golang/happ/happ_server/ent/follow_query.go                                                               | Go               |        501 |         68 |         42 |        611 |
| /Users/juanma/development/golang/happ/happ_server/ent/follow_update.go                                                              | Go               |        375 |         35 |         39 |        449 |
| /Users/juanma/development/golang/happ/happ_server/ent/friendship.go                                                                 | Go               |        136 |         33 |         16 |        185 |
| /Users/juanma/development/golang/happ/happ_server/ent/friendship/friendship.go                                                      | Go               |         40 |         22 |          7 |         69 |
| /Users/juanma/development/golang/happ/happ_server/ent/friendship/where.go                                                           | Go               |        154 |         33 |         36 |        223 |
| /Users/juanma/development/golang/happ/happ_server/ent/friendship_create.go                                                          | Go               |        468 |        143 |         70 |        681 |
| /Users/juanma/development/golang/happ/happ_server/ent/friendship_delete.go                                                          | Go               |         66 |          9 |         13 |         88 |
| /Users/juanma/development/golang/happ/happ_server/ent/friendship_query.go                                                           | Go               |        501 |         68 |         42 |        611 |
| /Users/juanma/development/golang/happ/happ_server/ent/friendship_update.go                                                          | Go               |        377 |         35 |         39 |        451 |
| /Users/juanma/development/golang/happ/happ_server/ent/generate.go                                                                   | Go               |          1 |          2 |          2 |          5 |
| /Users/juanma/development/golang/happ/happ_server/ent/gql_collection.go                                                             | Go               |        221 |          4 |         17 |        242 |
| /Users/juanma/development/golang/happ/happ_server/ent/gql_edge.go                                                                   | Go               |         37 |          1 |          8 |         46 |
| /Users/juanma/development/golang/happ/happ_server/ent/gql_mutation_input.go                                                         | Go               |        138 |         16 |         18 |        172 |
| /Users/juanma/development/golang/happ/happ_server/ent/gql_node.go                                                                   | Go               |        491 |         16 |         28 |        535 |
| /Users/juanma/development/golang/happ/happ_server/ent/gql_pagination.go                                                             | Go               |        617 |         32 |         65 |        714 |
| /Users/juanma/development/golang/happ/happ_server/ent/gql_transaction.go                                                            | Go               |         22 |          4 |          5 |         31 |
| /Users/juanma/development/golang/happ/happ_server/ent/hook/hook.go                                                                  | Go               |        167 |         53 |         31 |        251 |
| /Users/juanma/development/golang/happ/happ_server/ent/migrate/migrate.go                                                            | Go               |         31 |         25 |         10 |         66 |
| /Users/juanma/development/golang/happ/happ_server/ent/migrate/schema.go                                                             | Go               |        137 |         12 |          5 |        154 |
| /Users/juanma/development/golang/happ/happ_server/ent/mutation.go                                                                   | Go               |      2,822 |        538 |        361 |      3,721 |
| /Users/juanma/development/golang/happ/happ_server/ent/predicate/predicate.go                                                        | Go               |          9 |          6 |          8 |         23 |
| /Users/juanma/development/golang/happ/happ_server/ent/runtime.go                                                                    | Go               |        150 |         48 |          4 |        202 |
| /Users/juanma/development/golang/happ/happ_server/ent/runtime/runtime.go                                                            | Go               |          5 |          2 |          4 |         11 |
| /Users/juanma/development/golang/happ/happ_server/ent/schema/event.go                                                               | Go               |         61 |         11 |          8 |         80 |
| /Users/juanma/development/golang/happ/happ_server/ent/schema/eventUser.go                                                           | Go               |         49 |          5 |          7 |         61 |
| /Users/juanma/development/golang/happ/happ_server/ent/schema/follow.go                                                              | Go               |         46 |         11 |          8 |         65 |
| /Users/juanma/development/golang/happ/happ_server/ent/schema/friendship.go                                                          | Go               |         47 |         11 |          8 |         66 |
| /Users/juanma/development/golang/happ/happ_server/ent/schema/point.go                                                               | Go               |         37 |          7 |          8 |         52 |
| /Users/juanma/development/golang/happ/happ_server/ent/schema/user.go                                                                | Go               |         67 |         14 |          9 |         90 |
| /Users/juanma/development/golang/happ/happ_server/ent/tx.go                                                                         | Go               |        135 |         82 |         32 |        249 |
| /Users/juanma/development/golang/happ/happ_server/ent/user.go                                                                       | Go               |        217 |         55 |         26 |        298 |
| /Users/juanma/development/golang/happ/happ_server/ent/user/user.go                                                                  | Go               |         72 |         54 |          8 |        134 |
| /Users/juanma/development/golang/happ/happ_server/ent/user/where.go                                                                 | Go               |        512 |        124 |        127 |        763 |
| /Users/juanma/development/golang/happ/happ_server/ent/user_create.go                                                                | Go               |        709 |        167 |         94 |        970 |
| /Users/juanma/development/golang/happ/happ_server/ent/user_delete.go                                                                | Go               |         67 |          9 |         13 |         89 |
| /Users/juanma/development/golang/happ/happ_server/ent/user_query.go                                                                 | Go               |      1,027 |         92 |         58 |      1,177 |
| /Users/juanma/development/golang/happ/happ_server/ent/user_update.go                                                                | Go               |        998 |         71 |         75 |      1,144 |
| /Users/juanma/development/golang/happ/happ_server/go.mod                                                                            | Go Module File   |         99 |          0 |          5 |        104 |
| /Users/juanma/development/golang/happ/happ_server/go.sum                                                                            | Go Checksum File |        685 |          0 |          1 |        686 |
| /Users/juanma/development/golang/happ/happ_server/gqlgen.yml                                                                        | YAML             |         38 |         26 |         12 |         76 |
| /Users/juanma/development/golang/happ/happ_server/graph/dataloaders/dataloaders.go                                                  | Go               |         72 |         11 |         18 |        101 |
| /Users/juanma/development/golang/happ/happ_server/graph/generated/generated.go                                                      | Go               |      8,617 |         18 |        871 |      9,506 |
| /Users/juanma/development/golang/happ/happ_server/graph/model/models_gen.go                                                         | Go               |         74 |          1 |         18 |         93 |
| /Users/juanma/development/golang/happ/happ_server/graph/resolver.go                                                                 | Go               |         12 |          0 |          5 |         17 |
| /Users/juanma/development/golang/happ/happ_server/graph/schema.graphqls                                                             | GraphQL          |          4 |          0 |          0 |          4 |
| /Users/juanma/development/golang/happ/happ_server/graph/user.graphqls                                                               | GraphQL          |        162 |          8 |         18 |        188 |
| /Users/juanma/development/golang/happ/happ_server/graph/user.resolvers.go                                                           | Go               |      1,151 |        140 |        312 |      1,603 |
| /Users/juanma/development/golang/happ/happ_server/hash/hash.go                                                                      | Go               |         98 |          8 |         25 |        131 |
| /Users/juanma/development/golang/happ/happ_server/jwtActions/jwtActions.go                                                          | Go               |         91 |         69 |         44 |        204 |
| /Users/juanma/development/golang/happ/happ_server/jwtActions/jwtPayload.go                                                          | Go               |          8 |          0 |          3 |         11 |
| /Users/juanma/development/golang/happ/happ_server/main.go                                                                           | Go               |         55 |         24 |         24 |        103 |
| /Users/juanma/development/golang/happ/happ_server/middleware/contextMiddleware.go                                                   | Go               |         38 |          0 |         16 |         54 |
| /Users/juanma/development/golang/happ/happ_server/migration/main.go                                                                 | Go               |         34 |          4 |          7 |         45 |
| /Users/juanma/development/golang/happ/happ_server/resolverUtils/userInputValidation.go                                              | Go               |        148 |        125 |         63 |        336 |
| /Users/juanma/development/golang/happ/happ_server/tools.go                                                                          | Go               |          4 |          2 |          3 |          9 |
| /Users/juanma/development/golang/happ/happ_server/utils/AES-GCM_Encryption/AES-GCM_Encryption.go                                    | Go               |         32 |         11 |         10 |         53 |
| /Users/juanma/development/golang/happ/happ_server/utils/DBTransactions/DBTransactions.go                                            | Go               |         17 |         12 |          4 |         33 |
| /Users/juanma/development/golang/happ/happ_server/utils/aws/awsClients.go                                                           | Go               |         45 |          0 |         14 |         59 |
| /Users/juanma/development/golang/happ/happ_server/utils/aws/awsParams/parameterStore.go                                             | Go               |        134 |          2 |         32 |        168 |
| /Users/juanma/development/golang/happ/happ_server/utils/aws/awsS3/s3.go                                                             | Go               |         25 |          0 |          7 |         32 |
| /Users/juanma/development/golang/happ/happ_server/utils/aws/createParam/createParam.go                                              | Go               |          1 |        226 |         70 |        297 |
| /Users/juanma/development/golang/happ/happ_server/utils/entClient.go                                                                | Go               |          3 |          0 |          3 |          6 |
| /Users/juanma/development/golang/happ/happ_server/utils/getUserIdFromJWT.go                                                         | Go               |         16 |          0 |          7 |         23 |
| /Users/juanma/development/golang/happ/happ_server/utils/isAuth.go                                                                   | Go               |         37 |          0 |         15 |         52 |
| /Users/juanma/development/golang/happ/happ_server/utils/meilisearch/meiliClient.go                                                  | Go               |         27 |          1 |          6 |         34 |
| /Users/juanma/development/golang/happ/happ_server/utils/meilisearch/meilisearch.go                                                  | Go               |         86 |          8 |         32 |        126 |
| /Users/juanma/development/golang/happ/happ_server/utils/newEventUtils/eventKeys.go                                                  | Go               |         41 |         12 |         16 |         69 |
| /Users/juanma/development/golang/happ/happ_server/utils/redis/redis.go                                                              | Go               |         31 |          0 |         14 |         45 |
| /Users/juanma/development/golang/happ/happ_server/utils/redis/redisClient.go                                                        | Go               |          9 |          0 |          3 |         12 |
| Total                                                                                                                               |                  |     45,144 |      5,441 |      5,995 |     56,580 |
+-------------------------------------------------------------------------------------------------------------------------------------+------------------+------------+------------+------------+------------+
