Date : 2023-05-02 10:30:45
Directory : /Users/juanma/development/golang/happ
Total : 282 files,  12418 codes, 2572 comments, 1772 blanks, all 16762 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/DLScreen/DLScreenSearchBar.dart                    | Dart             |        166 |          2 |          8 |        176 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/DLScreen/dateAndTimeFields.dart                    | Dart             |         37 |          0 |          7 |         44 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/DLScreen/dateTimePicker.dart                       | Dart             |        106 |         13 |          6 |        125 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/DLScreen/editAddressName.dart                      | Dart             |        140 |         18 |         10 |        168 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/DLScreen/mapWidget.dart                            | Dart             |        206 |          7 |         20 |        233 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/DLScreen/searchLocationBar.dart                    | Dart             |        138 |          2 |          7 |        147 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/DLScreen/searchLocationResults.dart                | Dart             |         62 |          1 |          3 |         66 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/DLScreen/searchLocationScreen.dart                 | Dart             |         32 |         11 |          6 |         49 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/DLScreen/searchLocationTile.dart                   | Dart             |         72 |          2 |          2 |         76 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/IScreen.dart                                       | Dart             |        240 |         16 |         16 |        272 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/IScreen/inviteLoadingDialog.dart                   | Dart             |        155 |         22 |          6 |        183 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/IScreen/newEventGuestList.dart                     | Dart             |        189 |         43 |         10 |        242 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/IScreen/searchUserInviteResults.dart               | Dart             |         68 |          2 |          8 |         78 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/IScreen/searchUserInviteTile.dart                  | Dart             |        159 |          3 |          6 |        168 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/IScreen/userRemoveMakeOrganizerDialog.dart         | Dart             |         88 |          0 |          2 |         90 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/NPDScreen.dart                                     | Dart             |        223 |          6 |         25 |        254 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/NPDScreen/PictureSlider.dart                       | Dart             |        109 |          6 |          7 |        122 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/NPDScreen/photosDialog.dart                        | Dart             |        405 |         13 |         42 |        460 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/widgets/NextButton.dart                            | Dart             |        121 |          6 |         11 |        138 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEvent/widgets/loadingDialog.dart                         | Dart             |        141 |          8 |          4 |        153 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/DLScreen.dart                               | Dart             |       -133 |        -21 |         -9 |       -163 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/IScreen.dart                                | Dart             |       -224 |        -28 |        -15 |       -267 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/NPDScreen.dart                              | Dart             |       -140 |        -58 |         -7 |       -205 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/DLScreenSearchBar.dart              | Dart             |       -143 |         -2 |         -5 |       -150 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/NextButton.dart                     | Dart             |       -120 |         -6 |        -11 |       -137 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/PictureSlider.dart                  | Dart             |       -111 |         -6 |         -7 |       -124 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/dateAndTimeFields.dart              | Dart             |        -68 |         -4 |         -8 |        -80 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/dateTimePicker.dart                 | Dart             |       -106 |        -13 |         -6 |       -125 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/inviteLoadingDialog.dart            | Dart             |       -133 |        -12 |         -4 |       -149 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/loadingDialog.dart                  | Dart             |       -137 |         -8 |         -4 |       -149 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/mapWidget.dart                      | Dart             |       -137 |         -8 |        -21 |       -166 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/newEventGuestList.dart              | Dart             |       -188 |        -43 |        -10 |       -241 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/photosDialog.dart                   | Dart             |       -326 |        -14 |        -33 |       -373 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/searchLocationBar.dart              | Dart             |       -140 |         -2 |         -7 |       -149 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/searchLocationResults.dart          | Dart             |        -58 |         -1 |         -3 |        -62 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/searchLocationScreen.dart           | Dart             |        -28 |        -11 |         -6 |        -45 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/searchLocationTile.dart             | Dart             |        -66 |         -2 |         -2 |        -70 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/searchUserInviteResults.dart        | Dart             |        -42 |        -11 |        -10 |        -63 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/searchUserInviteTile.dart           | Dart             |       -159 |         -3 |         -6 |       -168 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/newEventScreens/widgets/userRemoveMakeOrganizerDialog.dart  | Dart             |        -88 |          0 |         -2 |        -90 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/scan/scanScreen.dart                                        | Dart             |         81 |          0 |          3 |         84 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/updateEvent/deleteEventDialog.dart                          | Dart             |        178 |         28 |          6 |        212 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/updateEvent/updateEvent.dart                                | Dart             |        337 |        108 |         16 |        461 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/updateEvent/widgets/imageActionsDialog.dart                 | Dart             |        139 |          4 |          5 |        148 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/updateEvent/widgets/loadingUpdatedEventDialog.dart          | Dart             |        147 |         17 |          4 |        168 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/updateEvent/widgets/searchFUTAAGInviteTile.dart             | Dart             |        117 |         13 |          6 |        136 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/updateEvent/widgets/updateButton.dart                       | Dart             |        131 |          6 |          9 |        146 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/updateEvent/widgets/updateDatetime.dart                     | Dart             |         56 |          1 |         10 |         67 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/updateEvent/widgets/updateDatetimePicker.dart               | Dart             |        111 |         13 |          6 |        130 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/updateEvent/widgets/updateEventMap.dart                     | Dart             |         96 |          0 |         19 |        115 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/updateEvent/widgets/updateEventPictureSlider.dart           | Dart             |        339 |          4 |         31 |        374 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/widgets/acceptButton.dart                                   | Dart             |          3 |         -3 |         -1 |         -1 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/widgets/eventInvitation.dart                                | Dart             |       -272 |        -95 |        -21 |       -388 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/widgets/eventMap.dart                                       | Dart             |         75 |          3 |          2 |         80 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/widgets/eventMapAttributionDialog.dart                      | Dart             |        128 |         14 |          3 |        145 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/widgets/guestList.dart                                      | Dart             |       -165 |        -49 |         -7 |       -221 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/widgets/guestListGuests.dart                                | Dart             |        -87 |          0 |         -7 |        -94 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/widgets/guestListHosts.dart                                 | Dart             |        -86 |          0 |         -7 |        -93 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/widgets/leaveEventConfirmDialog.dart                        | Dart             |        179 |          6 |          5 |        190 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/widgets/leaveEventDialog.dart                               | Dart             |        101 |          3 |          3 |        107 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/events/widgets/updateOrDeleteEventDialog.dart                      | Dart             |        152 |          8 |          4 |        164 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/home.dart                                                          | Dart             |         70 |        -56 |          9 |         23 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/main/AllEventInvitations.dart                                      | Dart             |         97 |        -51 |         -3 |         43 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/main/main.dart                                                     | Dart             |         -2 |          2 |          0 |          0 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/main/userEvents.dart                                               | Dart             |        174 |         42 |         11 |        227 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/main/widgets/invitationsFromFriends.dart                           | Dart             |        124 |         15 |         16 |        155 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/main/widgets/otherInvitations.dart                                 | Dart             |         81 |        -25 |         12 |         68 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/profile/profile.dart                                               | Dart             |       -215 |        215 |          0 |          0 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/profile/widgets/addRemoveButton.dart                               | Dart             |         -2 |          0 |          0 |         -2 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/search/search.dart                                                 | Dart             |         -1 |          1 |          0 |          0 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/search/searchBar.dart                                              | Dart             |         -3 |        -32 |          0 |        -35 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/search/searchResults.dart                                          | Dart             |         -2 |          0 |          1 |         -1 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/screens/search/widgets/searchUserTile.dart                                 | Dart             |          2 |          0 |          0 |          2 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/event/eventOptions.dart                                              | Dart             |        136 |          2 |         12 |        150 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/getUserIdFromFBIDToken.dart                                          | Dart             |         21 |          0 |          7 |         28 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/indicators/circularTabIndicator.dart                                 | Dart             |         40 |          0 |          0 |         40 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/user/currentUser.dart                                                | Dart             |         -4 |          4 |          0 |          0 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/userOptions.dart                                                     | Dart             |          8 |         32 |          6 |         46 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/widgets/datetimeField.dart                                           | Dart             |         46 |          0 |          2 |         48 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/utils/widgets/mapboxMap.dart                                               | Dart             |        109 |          5 |          3 |        117 |
| /Users/juanma/development/golang/happ/happ_client/lib/src/wrapper.dart                                                               | Dart             |         51 |         -2 |          8 |         57 |
| /Users/juanma/development/golang/happ/happ_client/pubspec.yaml                                                                       | YAML             |         11 |          2 |          0 |         13 |
| /Users/juanma/development/golang/happ/happ_client/schema.graphql                                                                     | GraphQL          |         45 |          0 |          4 |         49 |
| /Users/juanma/development/golang/happ/happ_server/ent/client.go                                                                      | Go               |        217 |         43 |         34 |        294 |
| /Users/juanma/development/golang/happ/happ_server/ent/config.go                                                                      | Go               |        -73 |        -17 |        -13 |       -103 |
| /Users/juanma/development/golang/happ/happ_server/ent/context.go                                                                     | Go               |        -20 |         -5 |         -9 |        -34 |
| /Users/juanma/development/golang/happ/happ_server/ent/device.go                                                                      | Go               |        128 |         29 |         15 |        172 |
| /Users/juanma/development/golang/happ/happ_server/ent/device/device.go                                                               | Go               |         69 |         24 |         15 |        108 |
| /Users/juanma/development/golang/happ/happ_server/ent/device/where.go                                                                | Go               |        175 |         47 |         50 |        272 |
| /Users/juanma/development/golang/happ/happ_server/ent/device_create.go                                                               | Go               |        396 |        129 |         56 |        581 |
| /Users/juanma/development/golang/happ/happ_server/ent/device_delete.go                                                               | Go               |         67 |          9 |         13 |         89 |
| /Users/juanma/development/golang/happ/happ_server/ent/device_query.go                                                                | Go               |        509 |         74 |         46 |        629 |
| /Users/juanma/development/golang/happ/happ_server/ent/device_update.go                                                               | Go               |        261 |         29 |         33 |        323 |
| /Users/juanma/development/golang/happ/happ_server/ent/ent.go                                                                         | Go               |          8 |          5 |          7 |         20 |
| /Users/juanma/development/golang/happ/happ_server/ent/ent.graphql                                                                    | GraphQL          |         20 |          0 |          0 |         20 |
| /Users/juanma/development/golang/happ/happ_server/ent/entc.go                                                                        | Go               |          0 |         21 |          4 |         25 |
| /Users/juanma/development/golang/happ/happ_server/ent/entql.go                                                                       | Go               |         89 |         14 |         14 |        117 |
| /Users/juanma/development/golang/happ/happ_server/ent/event.go                                                                       | Go               |         90 |         13 |         10 |        113 |
| /Users/juanma/development/golang/happ/happ_server/ent/event/event.go                                                                 | Go               |         97 |         26 |         20 |        143 |
| /Users/juanma/development/golang/happ/happ_server/ent/event/where.go                                                                 | Go               |         53 |         16 |         16 |         85 |
| /Users/juanma/development/golang/happ/happ_server/ent/event_create.go                                                                | Go               |         69 |          9 |          9 |         87 |
| /Users/juanma/development/golang/happ/happ_server/ent/event_query.go                                                                 | Go               |        125 |          9 |          5 |        139 |
| /Users/juanma/development/golang/happ/happ_server/ent/event_update.go                                                                | Go               |        149 |         12 |         12 |        173 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventremindernotification.go                                                   | Go               |        140 |         35 |         17 |        192 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventremindernotification/eventremindernotification.go                         | Go               |         77 |         28 |         14 |        119 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventremindernotification/where.go                                             | Go               |        182 |         45 |         48 |        275 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventremindernotification_create.go                                            | Go               |        463 |        145 |         72 |        680 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventremindernotification_delete.go                                            | Go               |         67 |          9 |         13 |         89 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventremindernotification_query.go                                             | Go               |        571 |         77 |         48 |        696 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventremindernotification_update.go                                            | Go               |        369 |         37 |         41 |        447 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventuser.go                                                                   | Go               |          7 |          2 |          1 |         10 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventuser/eventuser.go                                                         | Go               |         48 |         10 |         11 |         69 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventuser/where.go                                                             | Go               |         -8 |          0 |          0 |         -8 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventuser_create.go                                                            | Go               |         -6 |          0 |          0 |         -6 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventuser_query.go                                                             | Go               |          6 |          0 |          0 |          6 |
| /Users/juanma/development/golang/happ/happ_server/ent/eventuser_update.go                                                            | Go               |        -24 |          0 |          0 |        -24 |
| /Users/juanma/development/golang/happ/happ_server/ent/follow.go                                                                      | Go               |          7 |          2 |          1 |         10 |
| /Users/juanma/development/golang/happ/happ_server/ent/follow/follow.go                                                               | Go               |         39 |          7 |          8 |         54 |
| /Users/juanma/development/golang/happ/happ_server/ent/follow/where.go                                                                | Go               |         -8 |          0 |          0 |         -8 |
| /Users/juanma/development/golang/happ/happ_server/ent/follow_create.go                                                               | Go               |         -6 |          0 |          0 |         -6 |
| /Users/juanma/development/golang/happ/happ_server/ent/follow_query.go                                                                | Go               |          6 |          0 |          0 |          6 |
| /Users/juanma/development/golang/happ/happ_server/ent/follow_update.go                                                               | Go               |        -24 |          0 |          0 |        -24 |
| /Users/juanma/development/golang/happ/happ_server/ent/friendship.go                                                                  | Go               |       -136 |        -33 |        -16 |       -185 |
| /Users/juanma/development/golang/happ/happ_server/ent/friendship/friendship.go                                                       | Go               |        -40 |        -22 |         -7 |        -69 |
| /Users/juanma/development/golang/happ/happ_server/ent/friendship/where.go                                                            | Go               |       -154 |        -33 |        -36 |       -223 |
| /Users/juanma/development/golang/happ/happ_server/ent/friendship_create.go                                                           | Go               |       -468 |       -143 |        -70 |       -681 |
| /Users/juanma/development/golang/happ/happ_server/ent/friendship_delete.go                                                           | Go               |        -66 |         -9 |        -13 |        -88 |
| /Users/juanma/development/golang/happ/happ_server/ent/friendship_query.go                                                            | Go               |       -501 |        -68 |        -42 |       -611 |
| /Users/juanma/development/golang/happ/happ_server/ent/friendship_update.go                                                           | Go               |       -377 |        -35 |        -39 |       -451 |
| /Users/juanma/development/golang/happ/happ_server/ent/gql_collection.go                                                              | Go               |        340 |          2 |          8 |        350 |
| /Users/juanma/development/golang/happ/happ_server/ent/gql_edge.go                                                                    | Go               |         66 |          0 |          6 |         72 |
| /Users/juanma/development/golang/happ/happ_server/ent/gql_mutation_input.go                                                          | Go               |        -20 |         16 |          0 |         -4 |
| /Users/juanma/development/golang/happ/happ_server/ent/gql_node.go                                                                    | Go               |       -192 |          1 |         -2 |       -193 |
| /Users/juanma/development/golang/happ/happ_server/ent/gql_pagination.go                                                              | Go               |        313 |         14 |         27 |        354 |
| /Users/juanma/development/golang/happ/happ_server/ent/hook/hook.go                                                                   | Go               |          7 |          3 |          2 |         12 |
| /Users/juanma/development/golang/happ/happ_server/ent/migrate/schema.go                                                              | Go               |         29 |          2 |          0 |         31 |
| /Users/juanma/development/golang/happ/happ_server/ent/mutation.go                                                                    | Go               |        644 |        123 |         75 |        842 |
| /Users/juanma/development/golang/happ/happ_server/ent/predicate/predicate.go                                                         | Go               |          1 |          1 |          1 |          3 |
| /Users/juanma/development/golang/happ/happ_server/ent/runtime.go                                                                     | Go               |        -38 |          4 |          0 |        -34 |
| /Users/juanma/development/golang/happ/happ_server/ent/schema/device.go                                                               | Go               |         37 |          3 |          6 |         46 |
| /Users/juanma/development/golang/happ/happ_server/ent/schema/event.go                                                                | Go               |          4 |          0 |          1 |          5 |
| /Users/juanma/development/golang/happ/happ_server/ent/schema/eventReminderNotfication.go                                             | Go               |         41 |          4 |          7 |         52 |
| /Users/juanma/development/golang/happ/happ_server/ent/schema/follow.go                                                               | Go               |          0 |          1 |          1 |          2 |
| /Users/juanma/development/golang/happ/happ_server/ent/schema/friendship.go                                                           | Go               |        -47 |        -11 |         -8 |        -66 |
| /Users/juanma/development/golang/happ/happ_server/ent/schema/point.go                                                                | Go               |        -37 |         -7 |         -8 |        -52 |
| /Users/juanma/development/golang/happ/happ_server/ent/schema/schematype/point.go                                                     | Go               |         37 |          7 |          8 |         52 |
| /Users/juanma/development/golang/happ/happ_server/ent/schema/user.go                                                                 | Go               |         -6 |          6 |         -1 |         -1 |
| /Users/juanma/development/golang/happ/happ_server/ent/tx.go                                                                          | Go               |          2 |          1 |          0 |          3 |
| /Users/juanma/development/golang/happ/happ_server/ent/user.go                                                                        | Go               |        144 |         15 |         16 |        175 |
| /Users/juanma/development/golang/happ/happ_server/ent/user/user.go                                                                   | Go               |        145 |         23 |         24 |        192 |
| /Users/juanma/development/golang/happ/happ_server/ent/user/where.go                                                                  | Go               |        -55 |         -9 |         -9 |        -73 |
| /Users/juanma/development/golang/happ/happ_server/ent/user_create.go                                                                 | Go               |        -26 |         -5 |         -5 |        -36 |
| /Users/juanma/development/golang/happ/happ_server/ent/user_query.go                                                                  | Go               |        106 |         14 |          7 |        127 |
| /Users/juanma/development/golang/happ/happ_server/ent/user_update.go                                                                 | Go               |         33 |          8 |          8 |         49 |
| /Users/juanma/development/golang/happ/happ_server/go.mod                                                                             | Go Module File   |         20 |          0 |          0 |         20 |
| /Users/juanma/development/golang/happ/happ_server/go.sum                                                                             | Go Checksum File |         45 |          0 |          0 |         45 |
| /Users/juanma/development/golang/happ/happ_server/gqlgen.yml                                                                         | YAML             |          0 |          6 |          0 |          6 |
| /Users/juanma/development/golang/happ/happ_server/graph/generated/generated.go                                                       | Go               |        598 |          0 |         61 |        659 |
| /Users/juanma/development/golang/happ/happ_server/graph/model/models_gen.go                                                          | Go               |         85 |          0 |         18 |        103 |
| /Users/juanma/development/golang/happ/happ_server/graph/user.graphqls                                                                | GraphQL          |         43 |         26 |          7 |         76 |
| /Users/juanma/development/golang/happ/happ_server/graph/user.resolvers.go                                                            | Go               |      1,119 |         20 |        209 |      1,348 |
| /Users/juanma/development/golang/happ/happ_server/happ-fa9e4-firebase-adminsdk-csnty-1bb60eb9e0.json                                 | JSON             |         12 |          0 |          1 |         13 |
| /Users/juanma/development/golang/happ/happ_server/jwtActions/jwtActions.go                                                           | Go               |        -90 |         50 |        -14 |        -54 |
| /Users/juanma/development/golang/happ/happ_server/main.go                                                                            | Go               |         30 |        -19 |          3 |         14 |
| /Users/juanma/development/golang/happ/happ_server/resolverUtils/userInputValidation.go                                               | Go               |       -147 |        147 |          0 |          0 |
| /Users/juanma/development/golang/happ/happ_server/utils/AES-GCM_Encryption/AES-GCM_Encryption.go                                     | Go               |          0 |        -11 |          1 |        -10 |
| /Users/juanma/development/golang/happ/happ_server/utils/aws/awsS3/s3.go                                                              | Go               |         17 |          0 |          2 |         19 |
| /Users/juanma/development/golang/happ/happ_server/utils/background/background.go                                                     | Go               |        210 |          3 |         40 |        253 |
| /Users/juanma/development/golang/happ/happ_server/utils/firebase/firebase.go                                                         | Go               |         44 |          0 |         13 |         57 |
| /Users/juanma/development/golang/happ/happ_server/utils/firebase/pushNotfications.go                                                 | Go               |         31 |          0 |          7 |         38 |
| /Users/juanma/development/golang/happ/happ_server/utils/getUserID.go                                                                 | Go               |         17 |         13 |         12 |         42 |
| /Users/juanma/development/golang/happ/happ_server/utils/getUserIdFromJWT.go                                                          | Go               |        -16 |          0 |         -7 |        -23 |
| /Users/juanma/development/golang/happ/happ_server/utils/inputHandlers/usernameInputHandler.go                                        | Go               |         19 |          0 |          4 |         23 |
| /Users/juanma/development/golang/happ/happ_server/utils/isAuth.go                                                                    | Go               |          0 |          4 |          1 |          5 |
| /Users/juanma/development/golang/happ/happ_server/utils/meilisearch/meiliClient.go                                                   | Go               |          3 |         32 |          6 |         41 |
| /Users/juanma/development/golang/happ/happ_server/utils/meilisearch/meilisearch.go                                                   | Go               |         13 |          5 |          3 |         21 |
| /Users/juanma/development/golang/happ/happ_server/utils/notifications/notifications.go                                               | Go               |         48 |          0 |         10 |         58 |
| /Users/juanma/development/golang/happ/happ_server/utils/redis/redis.go                                                               | Go               |        -30 |         32 |          2 |          4 |
| /Users/juanma/development/golang/happ/happ_server/utils/redis/redisClient.go                                                         | Go               |         -8 |          9 |          1 |          2 |
| /Users/juanma/development/golang/happ/happ_server/utils/removeDuplicateItems.go                                                      | Go               |         12 |          0 |          4 |         16 |
| Total                                                                                                                                |                  |     12,418 |      2,572 |      1,772 |     16,762 |
+--------------------------------------------------------------------------------------------------------------------------------------+------------------+------------+------------+------------+------------+
